stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
E.1032801,32801,Ascensor - Pg. de Gràcia / Rambla Catalunya,41.395478,2.160451,,2,P.6660328,1
E.32802,32802,Pg. de Gràcia / Pau Claris,41.395636,2.160807,,2,P.6660328,2
E.32803,32803,Pg. de Gràcia (escala mecànica),41.39536,2.160571,,2,P.6660328,2
E.32811,32811,Diagonal / Rambla Catalunya,41.396072,2.159861,,2,P.6660328,2
E.32812,32812,Diagonal / Pau Claris,41.396216,2.160104,,2,P.6660328,2
E.52101,52101,Rambla Catalunya,41.394424,2.159097,,2,P.6660328,2
E.1052101,52101,Ascensor - Rambla Catalunya,41.394645,2.158839,,2,P.6660328,2
E.52111,52111,Rosselló / FGC,41.394246,2.158861,,2,P.6660328,2
P.6660328,6660328,Diagonal,41.395888,2.160047,,1,,
1.329,329,Fontana,41.402009,2.153022,,0,P.6660329,1
E.32901,32901,Gran de Gràcia / Astúries,41.402585,2.152678,,2,P.6660329,1
P.6660329,6660329,Fontana,41.402009,2.153022,,1,,
1.330,330,Lesseps,41.405738,2.150407,,0,P.6660330,1
E.33001,33001,Septimània,41.406206,2.149611,,2,P.6660330,2
E.1033011,33011,Ascensor - Plaça Lesseps,41.406554,2.149916,,2,P.6660330,1
E.33011,33011,Plaça Lesseps,41.406674,2.150221,,2,P.6660330,2
P.6660330,6660330,Lesseps,41.405738,2.150407,,1,,
1.331,331,Vallcarca,41.411975,2.144337,,0,P.6660331,1
E.33101,33101,Avinguda República Argentina,41.41141,2.145043,,2,P.6660331,2
E.1033101,33101,Ascensor - Avinguda República Argentina,41.411616,2.144766,,2,P.6660331,1
E.33102,33102,Gomis,41.411782,2.144553,,2,P.6660331,2
E.33103,33103,Avinguda Vallcarca + Parc Güell,41.411696,2.145265,,2,P.6660331,2
P.6660331,6660331,Vallcarca,41.411975,2.144337,,1,,
1.332,332,Penitents,41.418279,2.140972,,0,P.6660332,1
E.33201,33201,Avinguda Vallcarca,41.417503,2.141275,,2,P.6660332,2
E.33202,33202,Anna Piferrer,41.417387,2.140955,,2,P.6660332,2
E.1033202,33202,Ascensor - Anna Piferrer,41.417375,2.141028,,2,P.6660332,1
P.6660332,6660332,Penitents,41.418279,2.140972,,1,,
1.333,333,Vall d'Hebron,41.425283,2.142565,,0,P.6660333,1
1.534,534,Vall d'Hebron,41.424993,2.142356,,0,P.6660333,1
E.33301,33301,Mercat de Vall d'Hebron,41.424868,2.142964,,2,P.6660333,1
E.1033301,33301,Ascensor - Mercat de Vall d'Hebron,41.425094,2.142872,,2,P.6660333,1
E.1053401,53401,Ascensor - Residència Sanitària,41.425179,2.141926,,2,P.6660333,1
E.53401,53401,Residència Sanitària,41.425372,2.142157,,2,P.6660333,2
E.53402,53402,Avinguda Jordà,41.424675,2.141714,,2,P.6660333,2
P.6660333,6660333,Vall d'Hebron,41.425283,2.142565,,1,,
1.334,334,Montbau,41.43062,2.145039,,0,P.6660334,1
E.1033402,33402,Ascensor - Residència Sanitària / Llars Mundet,41.430659,2.144753,,2,P.6660334,1
E.33402,33402,Residència Sanitària / Llars Mundet,41.430418,2.144552,,2,P.6660334,2
E.33403,33403,Palau  Olímpic Vall d'Hebron,41.430504,2.145485,,2,P.6660334,1
P.6660334,6660334,Montbau,41.43062,2.145039,,1,,
1.335,335,Mundet,41.435645,2.148472,,0,P.6660335,1
E.33501,33501,Can Marcet,41.434953,2.148089,,2,P.6660335,1
E.33502,33502,Salesians,41.435344,2.148425,,2,P.6660335,1
E.33503,33503,Passeig Vall d'Hebron,41.435537,2.147228,,2,P.6660335,2
E.1033503,33503,Ascensor - Passeig Vall d'Hebron,41.435387,2.147352,,2,P.6660335,1
P.6660335,6660335,Mundet,41.435645,2.148472,,1,,
1.336,336,Valldaura,41.437996,2.156878,,0,P.6660336,1
E.1033601,33601,Ascensor - Passeig Valldaura,41.437531,2.15616,,2,P.6660336,1
E.33601,33601,Passeig Valldaura,41.437621,2.156426,,2,P.6660336,2
P.6660336,6660336,Valldaura,41.437996,2.156878,,1,,
1.337,337,Canyelles,41.441754,2.166388,,0,P.6660337,1
E.1033701,33701,Ascensor - Via Favència,41.442086,2.166987,,2,P.6660337,1
E.33701,33701,Via Favència,41.441933,2.166593,,2,P.6660337,2
E.33711,33711,García Lorca,41.441695,2.165188,,2,P.6660337,2
P.6660337,6660337,Canyelles,41.441754,2.166388,,1,,
1.338,338,Roquetes,41.44767,2.176098,,0,P.6660338,1
E.1033801,33801,Ascensor - Vidal i Guasch,41.448173,2.177024,,2,P.6660338,1
E.33801,33801,Vidal i Guasch,41.448091,2.177066,,2,P.6660338,2
E.1033811,33811,Ascensor - Jaume Pinent,41.44689,2.175487,,2,P.6660338,1
E.33811,33811,Jaume Pinent,41.446849,2.174878,,2,P.6660338,2
E.33812,33812,Carrer de les Torres,41.446928,2.176081,,2,P.6660338,2
P.6660338,6660338,Roquetes,41.44767,2.176098,,1,,
1.339,339,Trinitat Nova,41.4495,2.184097,,0,P.6660339,1
1.434,434,Trinitat Nova,41.449156,2.182434,,0,P.6660339,1
1.1136,1136,Trinitat Nova,41.4499,2.1832,,0,P.6660339,1
E.33901,33901,Palamós,41.449421,2.184347,,2,P.6660339,1
E.43401,43401,Pedrosa,41.449209,2.183288,,2,P.6660339,1
E.43402,43402,Aiguablava,41.448659,2.181714,,2,P.6660339,2
P.6660339,6660339,Trinitat Nova,41.4495,2.184097,,1,,
1.414,414,Besòs,41.419901,2.210231,,0,P.6660414,1
E.41401,41401,Gran Via de les Corts Catalanes,41.42034,2.210283,,2,P.6660414,2
E.41402,41402,Tram Besòs,41.420264,2.209848,,2,P.6660414,1
E.1041402,41402,Ascensor - Tram Besòs,41.420148,2.209764,,2,P.6660414,1
P.6660414,6660414,Besòs,41.419901,2.210231,,1,,
1.415,415,Besòs Mar,41.415099,2.216082,,0,P.6660415,1
E.1041501,41501,Ascensor - Jaume Fabre,41.414692,2.216517,,2,P.6660415,1
E.41501,41501,Jaume Fabre,41.414531,2.216678,,2,P.6660415,2
E.41511,41511,Ferrer Bassa,41.415684,2.215414,,2,P.6660415,2
P.6660415,6660415,Besòs Mar,41.415099,2.216082,,1,,
1.416,416,El Maresme | Fòrum,41.41178,2.216692,,0,P.6660416,1
E.1041601,41601,Ascensor - Rambla de Prim,41.412061,2.217465,,2,P.6660416,1
E.41601,41601,Rambla de Prim,41.412209,2.217577,,2,P.6660416,2
E.41611,41611,Avinguda Diagonal,41.411733,2.216063,,2,P.6660416,2
P.6660416,6660416,El Maresme | Fòrum,41.41178,2.216692,,1,,
1.417,417,Selva de Mar,41.408001,2.209122,,0,P.6660417,1
E.41701,41701,Selva de Mar,41.408214,2.209567,,2,P.6660417,2
E.41711,41711,Provençals,41.407773,2.208358,,2,P.6660417,2
E.1041711,41711,Ascensor - Provençals,41.407815,2.208479,,2,P.6660417,1
P.6660417,6660417,Selva de Mar,41.408001,2.209122,,1,,
1.418,418,Poblenou,41.403716,2.203371,,0,P.6660418,1
E.41801,41801,Pujades / Bilbao,41.403511,2.202941,,2,P.6660418,2
E.1041801,41801,Ascensor - Pujades / Bilbao,41.403513,2.202743,,2,P.6660418,1
P.6660418,6660418,Poblenou,41.403716,2.203371,,1,,
1.419,419,Llacuna,41.399425,2.197712,,0,P.6660419,1
E.41901,41901,Pujades / Ciutat de Granada,41.399208,2.197267,,2,P.6660419,2
E.1041901,41901,Ascensor - Pujades / Ciutat de Granada,41.399202,2.197076,,2,P.6660419,1
P.6660419,6660419,Llacuna,41.399425,2.197712,,1,,
1.420,420,Bogatell,41.395107,2.192012,,0,P.6660420,1
E.42001,42001,Pujades / Pere IV,41.394884,2.191566,,2,P.6660420,2
E.42011,42011,Pujades,41.395487,2.192628,,2,P.6660420,2
E.1042011,42011,Ascensor - Pujades,41.395497,2.192832,,2,P.6660420,1
P.6660420,6660420,Bogatell,41.395107,2.192012,,1,,
1.421,421,Ciutadella | Vila Olímpica,41.386687,2.192991,,0,P.6660421,2
E.42101,42101,Avinguda Icària,41.387903,2.193414,,2,P.6660421,2
E.42102,42102,Zoo,41.388155,2.193054,,2,P.6660421,2
P.6660421,6660421,Ciutadella | Vila Olímpica,41.386687,2.192991,,1,,
1.422,422,Barceloneta,41.381811,2.184787,,0,P.6660422,1
E.42201,42201,Plaça Pau Vila,41.382368,2.185819,,2,P.6660422,2
E.1042201,42201,Ascensor - Plaça Pau Vila,41.382173,2.185409,,2,P.6660422,1
P.6660422,6660422,Barceloneta,41.381811,2.184787,,1,,
1.423,423,Jaume I,41.384126,2.178531,,0,P.6660423,1
E.1042301,42301,Ascensor - Plaça de l'Àngel,41.383873,2.178473,,2,P.6660423,1
E.42301,42301,Plaça de l'Àngel,41.383828,2.178427,,2,P.6660423,2
E.1042311,42311,Ascensor - Argenteria,41.383781,2.179177,,2,P.6660423,1
E.42311,42311,Argenteria,41.383823,2.179246,,2,P.6660423,2
P.6660423,6660423,Jaume I,41.384126,2.178531,,1,,
1.426,426,Girona,41.39492,2.170825,,0,P.6660426,1
E.1042601,42601,Ascensor - Consell de Cent,41.394875,2.170924,,2,P.6660426,1
E.42601,42601,Consell de Cent,41.394835,2.170834,,2,P.6660426,2
E.42602,42602,Girona,41.394666,2.171437,,2,P.6660426,2
P.6660426,6660426,Girona,41.39492,2.170825,,1,,
1.427,427,Verdaguer,41.400365,2.16806,,0,P.6660427,2
1.522,522,Verdaguer,41.398952,2.167089,,0,P.6660427,2
E.42701,42701,Passeig Sant Joan,41.399897,2.168743,,2,P.6660427,2
E.52201,52201,Bailèn,41.399079,2.167444,,2,P.6660427,2
E.52211,52211,Avinguda Diagonal,41.398461,2.166191,,2,P.6660427,2
E.52212,52212,Girona,41.398684,2.166127,,2,P.6660427,2
P.6660427,6660427,Verdaguer,41.400365,2.16806,,1,,
1.428,428,Joanic,41.406427,2.163225,,0,P.6660428,1
E.1042801,42801,Ascensor - Escorial,41.40591,2.1627,,2,P.6660428,1
E.42801,42801,Escorial,41.406025,2.162898,,2,P.6660428,2
E.42802,42802,Pi i Margall,41.405736,2.163178,,2,P.6660428,2
P.6660428,6660428,Joanic,41.406427,2.163225,,1,,
1.429,429,Alfons X,41.412377,2.166382,,0,P.6660429,1
E.1042901,42901,Ascensor - Ronda Guinardó,41.412216,2.165993,,2,P.6660429,1
E.42901,42901,Ronda Guinardó,41.412396,2.166512,,2,P.6660429,2
E.42902,42902,Lepant,41.411948,2.166927,,2,P.6660429,2
E.42903,42903,Plaça Alfons el Savi,41.412068,2.165087,,2,P.6660429,2
P.6660429,6660429,Alfons X,41.412377,2.166382,,1,,
1.430,430,Guinardó | Hospital de Sant Pau,41.415962,2.173989,,0,P.6660430,1
E.43001,43001,Sant Quintí,41.41602,2.174486,,2,P.6660430,2
E.1043001,43001,Ascensor - Sant Quintí,41.415827,2.174237,,2,P.6660430,1
E.43012,43012,Hospital de Sant Pau,41.415769,2.174418,,2,P.6660430,1
P.6660430,6660430,Guinardó | Hospital de Sant Pau,41.415962,2.173989,,1,,
1.431,431,Maragall,41.423104,2.177397,,0,P.6660431,1
1.528,528,Maragall,41.425045,2.176485,,0,P.6660431,2
E.43101,43101,Ronda Guinardó - costat Mar,41.422532,2.177391,,2,P.6660431,2
E.43102,43102,Ronda Guinardó - costat Muntanya,41.422543,2.177203,,2,P.6660431,2
E.1043102,43102,Ascensor - Ronda Guinardó - costat Muntanya,41.422453,2.177185,,2,P.6660431,1
E.1052801,52801,Ascensor - Ramon Albó,41.424634,2.177029,,2,P.6660431,1
E.52801,52801,Ramon Albó,41.424473,2.177164,,2,P.6660431,2
E.52811,52811,Avinguda dels Quinze,41.4257,2.176063,,2,P.6660431,2
E.52812,52812,Prat d'en Roquer,41.425508,2.176461,,2,P.6660431,2
P.6660431,6660431,Maragall,41.423104,2.177397,,1,,
1.432,432,Llucmajor,41.436985,2.173343,,0,P.6660432,1
E.1043201,43201,Ascensor - Passeig Verdum / Llucmajor,41.437489,2.173771,,2,P.6660432,1
E.43201,43201,Passeig Verdum / Llucmajor,41.437617,2.173896,,2,P.6660432,2
E.43202,43202,Plaça Jardins d'Alfàbia,41.437115,2.173829,,2,P.6660432,2
E.43211,43211,Pi i Molist,41.43674,2.17288,,2,P.6660432,2
P.6660432,6660432,Llucmajor,41.436985,2.173343,,1,,
1.433,433,Via Júlia,41.44373,2.17855,,0,P.6660433,1
E.1043301,43301,Ascensor - Via Júlia / Joaquim Valls,41.444304,2.178866,,2,P.6660433,1
E.43301,43301,Via Júlia / Joaquim Valls,41.444253,2.178897,,2,P.6660433,2
E.43311,43311,Via Júlia / Argullós,41.443562,2.178599,,2,P.6660433,2
P.6660433,6660433,Via Júlia,41.44373,2.17855,,1,,
1.509,509,Cornellà Centre,41.35729,2.070428,,0,P.6660509,1
E.1050901,50901,Ascensor - Plaça Estació,41.357401,2.070107,,2,P.6660509,1
E.50901,50901,Plaça Estació,41.35735,2.069902,,2,P.6660509,2
P.6660509,6660509,Cornellà Centre,41.35729,2.070428,,1,,
1.510,510,Gavarra,41.357993,2.079269,,0,P.6660510,1
E.1051001,51001,Ascensor - Lindavista,41.357826,2.07919,,2,P.6660510,1
E.51001,51001,Lindavista,41.357767,2.078956,,2,P.6660510,2
E.51002,51002,Pl. Catalunya,41.35792,2.078852,,2,P.6660510,2
P.6660510,6660510,Gavarra,41.357993,2.079269,,1,,
1.511,511,Sant Ildefons,41.363381,2.084393,,0,P.6660511,1
E.51101,51101,Avinguda República Argentina,41.36339,2.083928,,2,P.6660511,2
E.1051102,51102,Ascensor - Mercat Sant Ildefons,41.363213,2.084326,,2,P.6660511,1
E.51102,51102,Mercat Sant Ildefons,41.36309,2.084097,,2,P.6660511,2
P.6660511,6660511,Sant Ildefons,41.363381,2.084393,,1,,
1.512,512,Can Boixeres,41.366571,2.091506,,0,P.6660512,1
E.1051201,51201,Ascensor - Estronci,41.366481,2.091031,,2,P.6660512,1
E.51201,51201,Estronci,41.366106,2.090696,,2,P.6660512,2
P.6660512,6660512,Can Boixeres,41.366571,2.091506,,1,,
1.513,513,Can Vidalet,41.371279,2.099445,,0,P.6660513,1
E.51301,51301,Hortènsia,41.37147,2.099397,,2,P.6660513,2
E.51311,51311,Maladeta,41.37196,2.099897,,2,P.6660513,2
E.1051311,51311,Ascensor - Maladeta,41.371704,2.099818,,2,P.6660513,1
P.6660513,6660513,Can Vidalet,41.371279,2.099445,,1,,
1.514,514,Pubilla Cases,41.373838,2.107209,,0,P.6660514,1
E.1051401,51401,Ascensor - Avinguda Josep Molins,41.373509,2.106412,,2,P.6660514,1
E.51401,51401,Avinguda Josep Molins,41.373509,2.10632,,2,P.6660514,2
E.51402,51402,Esteve Grau,41.37349,2.106872,,2,P.6660514,2
E.51411,51411,Doctor Ramon Solanich,41.374032,2.107925,,2,P.6660514,2
P.6660514,6660514,Pubilla Cases,41.373838,2.107209,,1,,
1.515,515,Collblanc,41.375743,2.119195,,0,P.6660515,1
1.9160,9160,Collblanc,41.376056,2.118397,,0,P.6660515,1
1.9161,9161,Collblanc,41.376056,2.118397,,0,P.6660515,1
E.51501,51501,Travessera de les Corts,41.37584,2.120434,,2,P.6660515,2
E.51502,51502,Doctor Martí i Julià,41.375653,2.120625,,2,P.6660515,2
E.51511,51511,Sant Ramon,41.375806,2.118369,,2,P.6660515,2
E.1091601,91601,Ascensor - Av. Sant Ramon,41.37585,2.118124,,2,P.6660515,1
E.91601,91601,Av. Sant Ramon,41.375869,2.118448,,2,P.6660515,2
P.6660515,6660515,Collblanc,41.376056,2.118397,,1,,
1.516,516,Badal,41.375581,2.127402,,0,P.6660516,1
E.51601,51601,Carrer de Sants,41.375618,2.128636,,2,P.6660516,2
E.51602,51602,Carreras i Candi,41.375438,2.126221,,2,P.6660516,2
E.1051611,51611,Ascensor - Carrer de Sants / Arizala,41.375698,2.126525,,2,P.6660516,1
E.51611,51611,Carrer de Sants / Arizala,41.375672,2.126032,,2,P.6660516,2
P.6660516,6660516,Badal,41.375581,2.127402,,1,,
1.519,519,Entença,41.384467,2.145619,,0,P.6660519,1
E.51901,51901,Rocafort,41.384964,2.146111,,2,P.6660519,2
E.1051901,51901,Ascensor - Rocafort,41.384778,2.14582,,2,P.6660519,1
E.51911,51911,Entença,41.384122,2.145048,,2,P.6660519,2
P.6660519,6660519,Entença,41.384467,2.145619,,1,,
1.520,520,Hospital Clínic,41.388608,2.151081,,0,P.6660520,1
E.52001,52001,Villarroel,41.388867,2.151606,,2,P.6660520,2
E.1052012,52012,Ascensor - Rosselló,41.388395,2.150448,,2,P.6660520,1
E.52012,52012,Rosselló,41.388395,2.150619,,2,P.6660520,2
P.6660520,6660520,Hospital Clínic,41.388608,2.151081,,1,,
1.524,524,Sant Pau | Dos de Maig,41.410753,2.176016,,0,P.6660524,1
E.1052401,52401,Ascensor - Dos de Maig,41.411354,2.176609,,2,P.6660524,1
E.52401,52401,Dos de Maig,41.411141,2.176365,,2,P.6660524,2
E.52411,52411,Cartagena,41.410041,2.175706,,2,P.6660524,2
P.6660524,6660524,Sant Pau | Dos de Maig,41.410753,2.176016,,1,,
1.525,525,Camp de l'Arpa,41.41506,2.181497,,0,P.6660525,1
E.52501,52501,Passeig Maragall,41.414755,2.180955,,2,P.6660525,2
E.1052501,52501,Ascensor - Passeig Maragall,41.414836,2.180959,,2,P.6660525,1
E.52511,52511,Indústria,41.415282,2.1817,,2,P.6660525,2
P.6660525,6660525,Camp de l'Arpa,41.41506,2.181497,,1,,
1.527,527,Congrés,41.42344,2.181186,,0,P.6660527,1
E.52701,52701,Matanzas,41.423423,2.182114,,2,P.6660527,2
E.1052701,52701,Ascensor - Matanzas,41.423411,2.181946,,2,P.6660527,1
E.52711,52711,Francesc Tàrrega,41.423557,2.180783,,2,P.6660527,2
P.6660527,6660527,Congrés,41.42344,2.181186,,1,,
1.529,529,Virrei Amat,41.429703,2.174913,,0,P.6660529,2
E.52901,52901,Pi i Molist,41.430464,2.174529,,2,P.6660529,2
E.52902,52902,Fabra i Puig,41.430235,2.174078,,2,P.6660529,2
E.52903,52903,Virrei Amat (muntanya),41.430237,2.174763,,2,P.6660529,2
E.1052903,52903,Ascensor - Virrei Amat (muntanya),41.430196,2.174666,,2,P.6660529,1
E.52911,52911,Felip II / Virrei Amat,41.429204,2.17555,,2,P.6660529,2
E.52912,52912,Virrei Amat (mar),41.429372,2.174795,,2,P.6660529,2
P.6660529,6660529,Virrei Amat,41.429703,2.174913,,1,,
1.530,530,Vilapicina,41.430465,2.167619,,0,P.6660530,1
E.53001,53001,Canfranc,41.430571,2.167316,,2,P.6660530,2
E.53002,53002,Cartellà,41.430351,2.166716,,2,P.6660530,2
E.53011,53011,Passeig de les Palmeres,41.430326,2.168477,,2,P.6660530,2
E.1053011,53011,Ascensor - Passeig de les Palmeres,41.430342,2.168116,,2,P.6660530,1
E.53012,53012,Teide,41.430552,2.168485,,2,P.6660530,2
E.1053012,53012,Ascensor - Teide,41.430535,2.168189,,2,P.6660530,1
P.6660530,6660530,Vilapicina,41.430465,2.167619,,1,,
1.531,531,Horta,41.429692,2.159974,,0,P.6660531,1
E.53101,53101,Plaça Eivissa,41.430111,2.16095,,2,P.6660531,2
E.53102,53102,Tajo,41.429679,2.160968,,2,P.6660531,2
E.53111,53111,Lisboa,41.429693,2.158815,,2,P.6660531,2
E.1053111,53111,Ascensor - Lisboa,41.429771,2.158943,,2,P.6660531,1
P.6660531,6660531,Horta,41.429692,2.159974,,1,,
1.532,532,El Carmel,41.42445,2.155099,,0,P.6660532,1
E.53201,53201,Plaça Pastrana,41.425539,2.156035,,2,P.6660532,2
E.1053201,53201,Ascensor - Plaça Pastrana,41.425273,2.15627,,2,P.6660532,1
E.1053211,53211,Ascensor - Llobregós,41.423505,2.154752,,2,P.6660532,2
E.53211,53211,Llobregós,41.423286,2.154371,,2,P.6660532,2
E.53212,53212,Mercat,41.423645,2.155015,,2,P.6660532,2
P.6660532,6660532,El Carmel,41.42445,2.155099,,1,,
1.533,533,El Coll | La Teixonera,41.421997,2.148348,,0,P.6660533,1
E.1053301,53301,Ascensor - Passeig Mare de Déu del Coll,41.4208,2.149944,,2,P.6660533,1
E.53301,53301,Passeig Mare de Déu del Coll,41.420999,2.150303,,2,P.6660533,2
E.53302,53302,Beat Almató,41.419762,2.149433,,2,P.6660533,1
E.53311,53311,Arenys,41.423288,2.147996,,2,P.6660533,2
E.1053311,53311,Ascensor - Arenys,41.423303,2.148075,,2,P.6660533,1
P.6660533,6660533,El Coll | La Teixonera,41.421997,2.148348,,1,,
1.555,555,Ernest Lluch,41.375898,2.112027,,0,P.6660555,1
E.55501,55501,Avinguda de Xile,41.376174,2.110604,,2,P.6660555,2
E.105501,55501,Ascensor - Avinguda de Xile,41.375985,2.110661,,2,P.6660555,1
E.55502,55502,Cementiri de Sants,41.375749,2.111341,,2,P.6660555,2
P.6660555,6660555,Ernest Lluch,41.375898,2.112027,,1,,
1.901,901,Aeroport T1,41.288295,2.071152,,0,P.6660901,1
E.90101,90101,Aeroport T1,41.288192,2.07121,,2,P.6660901,1
P.6660901,6660901,Aeroport T1,41.288295,2.071152,,1,,
1.903,903,Aeroport T2,41.303823,2.073113,,0,P.6660903,1
E.90301,90301,Aeroport T2,41.303921,2.07302,,2,P.6660903,2
E.1090301,90301,Ascensor - Aeroport T2,41.303849,2.07275,,2,P.6660903,1
P.6660903,6660903,Aeroport T2,41.303823,2.073113,,1,,
1.904,904,Mas Blau,41.311225,2.073471,,0,P.6660904,1
E.90401,90401,Avinguda de Les Garrigues / Alta Ribagorça,41.311866,2.073321,,2,P.6660904,2
E.1090401,90401,Ascensor - Avinguda de Les Garrigues / Alta Ribagorça,41.311582,2.07349,,2,P.6660904,1
P.6660904,6660904,Mas Blau,41.311225,2.073471,,1,,
1.905,905,Parc Nou,41.316628,2.087929,,0,P.6660905,1
E.1090501,90501,Ascensor - Riu Llobregat / Riu Xúquer,41.316755,2.087743,,2,P.6660905,1
E.90501,90501,Riu Llobregat / Riu Xúquer,41.316887,2.087374,,2,P.6660905,2
E.90511,90511,Riu Llobregat / Riu Ebre,41.316411,2.088911,,2,P.6660905,2
P.6660905,6660905,Parc Nou,41.316628,2.087929,,1,,
1.906,906,Cèntric,41.32225,2.093463,,0,P.6660906,1
E.1090601,90601,Ascensor - Plaça Catalunya,41.322339,2.093118,,2,P.6660906,1
E.90601,90601,Plaça Catalunya,41.322542,2.09312,,2,P.6660906,2
E.90602,90602,C. Lleida,41.321848,2.093831,,2,P.6660906,2
P.6660906,6660906,Cèntric,41.32225,2.093463,,1,,
1.907,907,El Prat Estació,41.331993,2.089927,,0,P.6660907,1
E.90701,90701,Doctor Soler i Torrens,41.331267,2.089933,,2,P.6660907,1
E.1090701,90701,Ascensor - Doctor Soler i Torrens,41.331601,2.09,,2,P.6660907,1
P.6660907,6660907,El Prat Estació,41.331993,2.089927,,1,,
1.909,909,Les Moreres,41.329119,2.103073,,0,P.6660909,1
E.90901,90901,Av. Verge de Montserrat / Ctra. de la Marina,41.328832,2.102664,,2,P.6660909,2
E.1090901,90901,Ascensor - Av. Verge de Montserrat / Ctra. de la Marina,41.329173,2.103126,,2,P.6660909,2
E.90902,90902,Av. Verge de Montserrat / Les Moreres,41.329205,2.103481,,2,P.6660909,2
P.6660909,6660909,Les Moreres,41.329119,2.103073,,1,,
1.910,910,Mercabarna,41.333485,2.111254,,0,P.6660910,1
E.91001,91001,Carrer K / Carrer Transversal 6,41.333832,2.111971,,2,P.6660910,2
E.1091001,91001,Ascensor - Carrer K / Carrer Transversal 6,41.33373,2.111698,,2,P.6660910,1
P.6660910,6660910,Mercabarna,41.333485,2.111254,,1,,
1.911,911,Parc Logístic,41.341664,2.127401,,0,P.6660911,1
E.91101,91101,Av. Parc Logístic / C. Número Un,41.341353,2.127134,,2,P.6660911,2
E.1091101,91101,Ascensor - Av. Parc Logístic / C. Número Un,41.34142,2.127559,,2,P.6660911,1
E.91102,91102,Av. Parc Logístic / C. Número Vint-i-cinc,41.341697,2.128167,,2,P.6660911,2
P.6660911,6660911,Parc Logístic,41.341664,2.127401,,1,,
1.912,912,Fira,41.351988,2.130452,,0,P.6660912,1
E.91201,91201,Botànica + Accés NORD | EST,41.352079,2.130818,,2,P.6660912,2
E.1091201,91201,Ascensor - Botànica + Accés NORD | EST,41.352075,2.130595,,2,P.6660912,1
E.91202,91202,Accés SUD,41.352411,2.130159,,2,P.6660912,0
P.6660912,6660912,Fira,41.351988,2.130452,,1,,
1.913,913,Europa | Fira,41.35756,2.125924,,0,P.6660913,1
E.91301,91301,Fira Gran Via,41.356713,2.125841,,2,P.6660913,2
E.1091301,91301,Ascensor - Fira Gran Via,41.356863,2.125865,,2,P.6660913,1
E.91311,91311,Plaça Europa,41.357311,2.124525,,2,P.6660913,2
E.1091311,91311,Ascensor - Plaça Europa,41.357181,2.124563,,2,P.6660913,1
P.6660913,6660913,Europa | Fira,41.35756,2.125924,,1,,
1.9140,9140,Can Tries | Gornal,41.360894,2.117993,,0,P.6660914,1
1.9141,9141,Can Tries | Gornal,41.360894,2.117993,,0,P.6660914,1
E.91401,91401,Can Tries - Narcís de Monturiol,41.360637,2.118224,,2,P.6660914,2
E.1091401,91401,Ascensor - Can Tries - Narcís de Monturiol,41.361036,2.118323,,2,P.6660914,1
P.6660914,6660914,Can Tries | Gornal,41.360894,2.117993,,1,,
1.9320,9320,Onze de Setembre,41.429559,2.193564,,0,P.6660932,1
1.9321,9321,Onze de Setembre,41.429559,2.193564,,0,P.6660932,1
E.93201,93201,Onze de Setembre,41.429849,2.193301,,2,P.6660932,2
E.1093201,93201,Ascensor - Onze de Setembre,41.429801,2.193524,,2,P.6660932,1
P.6660932,6660932,Onze de Setembre,41.429559,2.193564,,1,,
1.9330,9330,Bon Pastor,41.436203,2.205294,,0,P.6660933,1
1.9331,9331,Bon Pastor,41.436203,2.205294,,0,P.6660933,1
E.93301,93301,Sant Adrià,41.436053,2.204732,,2,P.6660933,2
E.1093301,93301,Ascensor - Sant Adrià,41.436123,2.205161,,2,P.6660933,1
P.6660933,6660933,Bon Pastor,41.436203,2.205294,,1,,
1.934,934,Llefià,41.44136,2.216906,,0,P.6660934,1
E.93401,93401,Avinguda d'Amèrica,41.441306,2.217521,,2,P.6660934,1
E.93402,93402,Avinguda d'Amèrica (mercat),41.442168,2.217084,,2,P.6660934,2
E.1093402,93402,Ascensor - Avinguda d'Amèrica (mercat),41.442001,2.217151,,2,P.6660934,1
E.93403,93403,Ronda Sant Antoni,41.441106,2.21732,,2,P.6660934,1
P.6660934,6660934,Llefià,41.44136,2.216906,,1,,
1.935,935,La Salut,41.442817,2.224737,,0,P.6660935,1
E.93501,93501,Marquès de Sant Mori,41.442643,2.22423,,2,P.6660935,2
E.93502,93502,Quevedo,41.442703,2.225044,,2,P.6660935,2
E.93503,93503,Juan Valera,41.441486,2.223807,,2,P.6660935,2
E.1093503,93503,Ascensor - Juan Valera,41.441633,2.223659,,2,P.6660935,1
E.93504,93504,Austràlia,41.442219,2.223288,,2,P.6660935,2
P.6660935,6660935,La Salut,41.442817,2.224737,,1,,
1.940,940,Can Peixauet,41.443986,2.210027,,0,P.6660940,1
E.94001,94001,Avinguda Santa Coloma,41.44478,2.209696,,2,P.6660940,2
E.1094001,94001,Ascensor - Avinguda Santa Coloma,41.444548,2.209924,,2,P.6660940,1
E.94002,94002,Avinguda Banús Baixa,41.444219,2.210026,,2,P.6660940,2
P.6660940,6660940,Can Peixauet,41.443986,2.210027,,1,,
1.941,941,Santa Rosa,41.44685,2.215809,,0,P.6660941,1
E.94101,94101,Banús Baixa,41.446779,2.21557,,2,P.6660941,1
P.6660941,6660941,Santa Rosa,41.44685,2.215809,,1,,
