route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
1.91.1,1.91.H2741,1.91.11426855,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426857,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426859,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426861,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426863,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426865,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426867,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426869,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426871,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426873,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426875,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426877,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426879,"Zona Universitària",0,1.91.9100.1,1
1.101.1,1.101.H2745,1.101.11428071,"Collblanc",0,1.101.10501.1,1
1.104.1,1.104.H2127,1.104.11429411,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429413,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429415,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429417,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429419,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429421,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429423,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429425,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429427,"La Sagrera",1,1.104.10400.2,1
