from_stop_id,to_stop_id,weight_seconds,type
E.1042601,1.426,60,PW
E.1042801,1.428,60,PW
E.1042901,1.429,60,PW
E.1043001,1.430,60,PW
E.1043102,1.431,60,PW
E.1043201,1.432,60,PW
E.1043301,1.433,60,PW
E.1050901,1.509,60,PW
E.1051001,1.510,60,PW
E.1051102,1.511,60,PW
E.1051201,1.512,60,PW
E.1051311,1.513,60,PW
E.1051401,1.514,60,PW
E.1051611,1.516,60,PW
E.1051802,1.518,60,PW
E.1051901,1.519,60,PW
E.1052012,1.520,60,PW
E.1052101,1.521,60,PW
E.1052301,1.523,60,PW
E.1052401,1.524,60,PW
E.1052501,1.525,60,PW
E.1052611,1.526,60,PW
E.1052701,1.527,60,PW
E.1052801,1.528,60,PW
E.1052903,1.529,60,PW
E.1053011,1.530,60,PW
E.1053012,1.530,60,PW
E.1053111,1.531,60,PW
E.1053201,1.532,60,PW
E.1053211,1.532,60,PW
E.1053301,1.533,60,PW
E.1053311,1.533,60,PW
E.1053401,1.534,60,PW
E.105501,1.555,60,PW
E.1090301,1.903,60,PW
E.1090401,1.904,60,PW
E.1090501,1.905,60,PW
E.1090601,1.906,60,PW
E.1090701,1.907,60,PW
E.1090901,1.909,60,PW
E.1091001,1.910,60,PW
E.1091101,1.911,60,PW
E.1091201,1.912,60,PW
E.1091301,1.913,60,PW
E.1091311,1.913,60,PW
E.1091401,1.9140,60,PW
E.1091401,1.9141,60,PW
E.1091601,1.9160,60,PW
E.1091601,1.9161,60,PW
E.1091801,1.918,60,PW
E.1093201,1.9320,60,PW
E.1093201,1.9321,60,PW
E.1093301,1.9330,60,PW
E.1093301,1.9331,60,PW
E.1093402,1.934,60,PW
E.1093503,1.935,60,PW
E.1093601,1.936,60,PW
E.1094001,1.940,60,PW
E.1094301,1.943,60,PW
E.1094302,1.943,60,PW
E.1094303,1.943,60,PW
E.1094401,1.944,60,PW
E.1094501,1.945,60,PW
E.1095601,1.956,60,PW
E.1095602,1.956,60,PW
E.1095701,1.957,60,PW
E.1095702,1.957,60,PW
E.1095801,1.958,60,PW
E.1095901,1.959,60,PW
E.11101,1.111,60,PW
E.1113801,1.1138,60,PW
E.1113811,1.1138,60,PW
E.1113901,1.1139,60,PW
E.1114001,1.1140,60,PW
E.11201,1.112,60,PW
E.11202,1.112,60,PW
E.11211,1.112,60,PW
E.11212,1.112,60,PW
E.11301,1.113,60,PW
E.11311,1.113,60,PW
E.113701,1.1137,60,PW
E.113801,1.1138,60,PW
E.113811,1.1138,60,PW
E.113901,1.1139,60,PW
E.114001,1.1140,60,PW
E.11401,1.114,60,PW
E.114011,1.1140,60,PW
E.11402,1.114,60,PW
E.11403,1.114,60,PW
E.11501,1.115,60,PW
E.11502,1.115,60,PW
E.11601,1.116,60,PW
E.11602,1.116,60,PW
E.11711,1.117,60,PW
E.11712,1.117,60,PW
E.11801,1.118,60,PW
E.11811,1.118,60,PW
E.11901,1.119,60,PW
E.12002,1.120,60,PW
E.12003,1.120,60,PW
E.12011,1.120,60,PW
E.12012,1.120,60,PW
E.12101,1.121,60,PW
E.12111,1.121,60,PW
E.12121,1.121,60,PW
E.12131,1.121,60,PW
E.12201,1.122,60,PW
E.12202,1.122,60,PW
E.12211,1.122,60,PW
E.12212,1.122,60,PW
E.12301,1.123,60,PW
E.12302,1.123,60,PW
E.12311,1.123,60,PW
E.12312,1.123,60,PW
E.12401,1.124,60,PW
E.12411,1.124,60,PW
E.12412,1.124,60,PW
E.12501,1.125,60,PW
E.12502,1.125,60,PW
E.12601,1.126,60,PW
E.12602,1.126,60,PW
E.12611,1.126,60,PW
E.12612,1.126,60,PW
E.12613,1.126,60,PW
E.12701,1.127,60,PW
E.12711,1.127,60,PW
E.12721,1.127,60,PW
E.12801,1.128,60,PW
E.12811,1.128,60,PW
E.12812,1.128,60,PW
E.12901,1.129,60,PW
E.12902,1.129,60,PW
E.13001,1.130,60,PW
E.13002,1.130,60,PW
E.13011,1.130,60,PW
E.13101,1.131,60,PW
E.13111,1.131,60,PW
E.13201,1.132,60,PW
E.13211,1.132,60,PW
E.13301,1.133,60,PW
E.13302,1.133,60,PW
E.13303,1.133,60,PW
E.13311,1.133,60,PW
E.13401,1.134,60,PW
E.13402,1.134,60,PW
E.13403,1.134,60,PW
E.13404,1.134,60,PW
E.13411,1.134,60,PW
E.13501,1.135,60,PW
E.13511,1.135,60,PW
E.13601,1.136,60,PW
E.13602,1.136,60,PW
E.13611,1.136,60,PW
E.13612,1.136,60,PW
E.13701,1.137,60,PW
E.13702,1.137,60,PW
E.13801,1.138,60,PW
E.13901,1.139,60,PW
E.13902,1.139,60,PW
E.13903,1.139,60,PW
E.14001,1.140,60,PW
E.14002,1.140,60,PW
E.21001,1.210,60,PW
E.21002,1.210,60,PW
E.21011,1.210,60,PW
E.21012,1.210,60,PW
E.21101,1.211,60,PW
E.21111,1.211,60,PW
E.21112,1.211,60,PW
E.21201,1.212,60,PW
E.21211,1.212,60,PW
E.21301,1.213,60,PW
E.21311,1.213,60,PW
E.21401,1.214,60,PW
E.21402,1.214,60,PW
E.21501,1.215,60,PW
E.21502,1.215,60,PW
E.21601,1.216,60,PW
E.21701,1.217,60,PW
E.21702,1.217,60,PW
E.21801,1.218,60,PW
E.21901,1.219,60,PW
E.21911,1.219,60,PW
E.22001,1.220,60,PW
E.22011,1.220,60,PW
E.22201,1.222,60,PW
E.22202,1.222,60,PW
E.22301,1.223,60,PW
E.22302,1.223,60,PW
E.22401,1.224,60,PW
E.22402,1.224,60,PW
E.22501,1.225,60,PW
E.22502,1.225,60,PW
E.22601,1.226,60,PW
E.22602,1.226,60,PW
E.22603,1.226,60,PW
E.22701,1.227,60,PW
E.22711,1.227,60,PW
E.31401,1.314,60,PW
E.31402,1.314,60,PW
E.31403,1.314,60,PW
E.31404,1.314,60,PW
E.31501,1.315,60,PW
E.31503,1.315,60,PW
E.31504,1.315,60,PW
E.31602,1.316,60,PW
E.31603,1.316,60,PW
E.31604,1.316,60,PW
E.31701,1.317,60,PW
E.31702,1.317,60,PW
E.31801,1.318,60,PW
E.31802,1.318,60,PW
E.31901,1.319,60,PW
E.31902,1.319,60,PW
E.31911,1.319,60,PW
E.31912,1.319,60,PW
E.32001,1.320,60,PW
E.32002,1.320,60,PW
E.32003,1.320,60,PW
E.32004,1.320,60,PW
E.32101,1.321,60,PW
E.32102,1.321,60,PW
E.32201,1.322,60,PW
E.32202,1.322,60,PW
E.32211,1.322,60,PW
E.32401,1.324,60,PW
E.32403,1.324,60,PW
E.32411,1.324,60,PW
E.32501,1.325,60,PW
E.32511,1.325,60,PW
E.32521,1.325,60,PW
E.32531,1.325,60,PW
E.32601,1.326,60,PW
E.32603,1.326,60,PW
E.32604,1.326,60,PW
E.32701,1.327,60,PW
E.32702,1.327,60,PW
E.32711,1.327,60,PW
E.32801,1.328,60,PW
E.32802,1.328,60,PW
E.32803,1.328,60,PW
E.32811,1.328,60,PW
E.32812,1.328,60,PW
E.32901,1.329,60,PW
E.33001,1.330,60,PW
E.33011,1.330,60,PW
E.33101,1.331,60,PW
E.33102,1.331,60,PW
E.33103,1.331,60,PW
E.33201,1.332,60,PW
E.33202,1.332,60,PW
E.33301,1.333,60,PW
E.33402,1.334,60,PW
E.33403,1.334,60,PW
E.33501,1.335,60,PW
E.33502,1.335,60,PW
E.33503,1.335,60,PW
E.33601,1.336,60,PW
E.33701,1.337,60,PW
E.33711,1.337,60,PW
E.33801,1.338,60,PW
E.33811,1.338,60,PW
E.33812,1.338,60,PW
E.33901,1.339,60,PW
E.41301,1.413,60,PW
E.41401,1.414,60,PW
E.41402,1.414,60,PW
E.41501,1.415,60,PW
E.41511,1.415,60,PW
E.41601,1.416,60,PW
E.41611,1.416,60,PW
E.41701,1.417,60,PW
E.41711,1.417,60,PW
E.41801,1.418,60,PW
E.41901,1.419,60,PW
E.42001,1.420,60,PW
E.42011,1.420,60,PW
E.42101,1.421,60,PW
E.42102,1.421,60,PW
E.42201,1.422,60,PW
E.42301,1.423,60,PW
E.42311,1.423,60,PW
E.42401,1.424,60,PW
E.42411,1.424,60,PW
E.42501,1.425,60,PW
E.42601,1.426,60,PW
E.42602,1.426,60,PW
E.42701,1.427,60,PW
E.42801,1.428,60,PW
E.42802,1.428,60,PW
E.42901,1.429,60,PW
E.42902,1.429,60,PW
E.42903,1.429,60,PW
E.43001,1.430,60,PW
E.43012,1.430,60,PW
E.43101,1.431,60,PW
E.43102,1.431,60,PW
E.43201,1.432,60,PW
E.43202,1.432,60,PW
E.43211,1.432,60,PW
E.43301,1.433,60,PW
E.43311,1.433,60,PW
E.43401,1.434,60,PW
E.43402,1.434,60,PW
E.50901,1.509,60,PW
E.51001,1.510,60,PW
E.51002,1.510,60,PW
E.51101,1.511,60,PW
E.51102,1.511,60,PW
E.51201,1.512,60,PW
E.51301,1.513,60,PW
E.51311,1.513,60,PW
E.51401,1.514,60,PW
E.51402,1.514,60,PW
E.51411,1.514,60,PW
E.51501,1.515,60,PW
E.51502,1.515,60,PW
E.51511,1.515,60,PW
E.51601,1.516,60,PW
E.51602,1.516,60,PW
E.51611,1.516,60,PW
E.51701,1.517,60,PW
E.51702,1.517,60,PW
E.51801,1.518,60,PW
E.51802,1.518,60,PW
E.51901,1.519,60,PW
E.51911,1.519,60,PW
E.52001,1.520,60,PW
E.52012,1.520,60,PW
E.52101,1.521,60,PW
E.52111,1.521,60,PW
E.52201,1.522,60,PW
E.52211,1.522,60,PW
E.52212,1.522,60,PW
E.52301,1.523,60,PW
E.52311,1.523,60,PW
E.52312,1.523,60,PW
E.52401,1.524,60,PW
E.52411,1.524,60,PW
E.52501,1.525,60,PW
E.52511,1.525,60,PW
E.52611,1.526,60,PW
E.52701,1.527,60,PW
E.52711,1.527,60,PW
E.52801,1.528,60,PW
E.52811,1.528,60,PW
E.52812,1.528,60,PW
E.52901,1.529,60,PW
E.52902,1.529,60,PW
E.52903,1.529,60,PW
E.52911,1.529,60,PW
E.52912,1.529,60,PW
E.53001,1.530,60,PW
E.53002,1.530,60,PW
E.53011,1.530,60,PW
E.53012,1.530,60,PW
E.53101,1.531,60,PW
E.53102,1.531,60,PW
E.53111,1.531,60,PW
E.53201,1.532,60,PW
E.53211,1.532,60,PW
E.53212,1.532,60,PW
E.53301,1.533,60,PW
E.53302,1.533,60,PW
E.53311,1.533,60,PW
E.53401,1.534,60,PW
E.53402,1.534,60,PW
E.55501,1.555,60,PW
E.55502,1.555,60,PW
E.90101,1.901,60,PW
E.90301,1.903,60,PW
E.90401,1.904,60,PW
E.90501,1.905,60,PW
E.90511,1.905,60,PW
E.90601,1.906,60,PW
E.90602,1.906,60,PW
E.90701,1.907,60,PW
E.90901,1.909,60,PW
E.90902,1.909,60,PW
E.91001,1.910,60,PW
E.91101,1.911,60,PW
E.91102,1.911,60,PW
E.91201,1.912,60,PW
E.91202,1.912,60,PW
E.91301,1.913,60,PW
E.91311,1.913,60,PW
E.91401,1.9140,60,PW
E.91401,1.9141,60,PW
E.91601,1.9160,60,PW
E.91601,1.9161,60,PW
E.91801,1.918,60,PW
E.93201,1.9320,60,PW
E.93201,1.9321,60,PW
E.93301,1.9330,60,PW
E.93301,1.9331,60,PW
E.93401,1.934,60,PW
E.93402,1.934,60,PW
E.93403,1.934,60,PW
E.93501,1.935,60,PW
E.93502,1.935,60,PW
E.93503,1.935,60,PW
E.93504,1.935,60,PW
E.93601,1.936,60,PW
E.94001,1.940,60,PW
E.94002,1.940,60,PW
E.94101,1.941,60,PW
E.94301,1.943,60,PW
E.94401,1.944,60,PW
E.94501,1.945,60,PW
E.95101,1.951,60,PW
E.95102,1.951,60,PW
E.95103,1.951,60,PW
E.95201,1.952,60,PW
E.95202,1.952,60,PW
E.95203,1.952,60,PW
E.95301,1.953,60,PW
E.95302,1.953,60,PW
E.95303,1.953,60,PW
E.95401,1.954,60,PW
E.95402,1.954,60,PW
E.95403,1.954,60,PW
E.95601,1.956,60,PW
E.95602,1.956,60,PW
E.95701,1.957,60,PW
E.95702,1.957,60,PW
E.95801,1.958,60,PW
E.95802,1.958,60,PW
E.95901,1.959,60,PW
E.990201,1.9902,60,PW
